year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,PercentageWon,PartyWon
2012,West Virginia,WV,Pendleton,54071,President,Mitt Romney,republican,2095,3239,0.646804569,Republican
2012,West Virginia,WV,Pendleton,54071,President,Other,NA,70,3239,0.021611609,Republican
2012,West Virginia,WV,Pleasants,54073,President,Barack Obama,democrat,955,2840,0.336267606,Republican
2012,West Virginia,WV,Pleasants,54073,President,Mitt Romney,republican,1825,2840,0.642605634,Republican
2012,West Virginia,WV,Pleasants,54073,President,Other,NA,60,2840,0.021126761,Republican
2012,West Virginia,WV,Pocahontas,54075,President,Barack Obama,democrat,1303,3576,0.364373602,Republican
2012,West Virginia,WV,Pocahontas,54075,President,Mitt Romney,republican,2182,3576,0.610178971,Republican
2012,West Virginia,WV,Pocahontas,54075,President,Other,NA,91,3576,0.025447427,Republican
2012,West Virginia,WV,Preston,54077,President,Barack Obama,democrat,2931,11155,0.262752129,Republican
2012,West Virginia,WV,Preston,54077,President,Mitt Romney,republican,7889,11155,0.707216495,Republican
2012,West Virginia,WV,Preston,54077,President,Other,NA,335,11155,0.030031376,Republican
2012,West Virginia,WV,Putnam,54079,President,Barack Obama,democrat,7256,23673,0.306509526,Republican
2012,West Virginia,WV,Putnam,54079,President,Mitt Romney,republican,16032,23673,0.677227221,Republican
2012,West Virginia,WV,Putnam,54079,President,Other,NA,385,23673,0.016263253,Republican
2012,West Virginia,WV,Raleigh,54081,President,Barack Obama,democrat,7739,28829,0.268444969,Republican
2012,West Virginia,WV,Raleigh,54081,President,Mitt Romney,republican,20614,28829,0.715043879,Republican
2012,West Virginia,WV,Raleigh,54081,President,Other,NA,476,28829,0.016511152,Republican
2012,West Virginia,WV,Randolph,54083,President,Barack Obama,democrat,3342,9756,0.342558426,Republican
2012,West Virginia,WV,Randolph,54083,President,Mitt Romney,republican,6160,9756,0.631406314,Republican
2012,West Virginia,WV,Randolph,54083,President,Other,NA,254,9756,0.02603526,Republican
2012,West Virginia,WV,Ritchie,54085,President,Barack Obama,democrat,768,3788,0.202745512,Republican
2012,West Virginia,WV,Ritchie,54085,President,Mitt Romney,republican,2921,3788,0.771119324,Republican
2012,West Virginia,WV,Ritchie,54085,President,Other,NA,99,3788,0.026135164,Republican
2012,West Virginia,WV,Roane,54087,President,Barack Obama,democrat,1939,5047,0.384188627,Republican
2012,West Virginia,WV,Roane,54087,President,Mitt Romney,republican,2982,5047,0.590846047,Republican
2012,West Virginia,WV,Roane,54087,President,Other,NA,126,5047,0.024965326,Republican
2012,West Virginia,WV,Summers,54089,President,Barack Obama,democrat,1621,4735,0.342344245,Republican
2012,West Virginia,WV,Summers,54089,President,Mitt Romney,republican,2981,4735,0.629567054,Republican
2012,West Virginia,WV,Summers,54089,President,Other,NA,133,4735,0.028088701,Republican
2012,West Virginia,WV,Taylor,54091,President,Barack Obama,democrat,1941,5908,0.328537576,Republican
2012,West Virginia,WV,Taylor,54091,President,Mitt Romney,republican,3840,5908,0.649966148,Republican
2012,West Virginia,WV,Taylor,54091,President,Other,NA,127,5908,0.021496276,Republican
2012,West Virginia,WV,Tucker,54093,President,Barack Obama,democrat,880,3138,0.280433397,Republican
2012,West Virginia,WV,Tucker,54093,President,Mitt Romney,republican,2176,3138,0.693435309,Republican
2012,West Virginia,WV,Tucker,54093,President,Other,NA,82,3138,0.026131294,Republican
2012,West Virginia,WV,Tyler,54095,President,Barack Obama,democrat,890,3279,0.271424215,Republican
2012,West Virginia,WV,Tyler,54095,President,Mitt Romney,republican,2314,3279,0.705702958,Republican
2012,West Virginia,WV,Tyler,54095,President,Other,NA,75,3279,0.022872827,Republican
2012,West Virginia,WV,Upshur,54097,President,Barack Obama,democrat,2158,8273,0.260848543,Republican
2012,West Virginia,WV,Upshur,54097,President,Mitt Romney,republican,5939,8273,0.717877433,Republican
2012,West Virginia,WV,Upshur,54097,President,Other,NA,176,8273,0.021274024,Republican
2012,West Virginia,WV,Wayne,54099,President,Barack Obama,democrat,4931,13955,0.353350054,Republican
2012,West Virginia,WV,Wayne,54099,President,Mitt Romney,republican,8688,13955,0.622572555,Republican
2012,West Virginia,WV,Wayne,54099,President,Other,NA,336,13955,0.024077392,Republican
2012,West Virginia,WV,Webster,54101,President,Barack Obama,democrat,947,2755,0.343738657,Republican
2012,West Virginia,WV,Webster,54101,President,Mitt Romney,republican,1710,2755,0.620689655,Republican
2012,West Virginia,WV,Webster,54101,President,Other,NA,98,2755,0.035571688,Republican
2012,West Virginia,WV,Wetzel,54103,President,Barack Obama,democrat,2217,5856,0.378586066,Republican
2012,West Virginia,WV,Wetzel,54103,President,Mitt Romney,republican,3473,5856,0.59306694,Republican
2012,West Virginia,WV,Wetzel,54103,President,Other,NA,166,5856,0.028346995,Republican
2012,West Virginia,WV,Wirt,54105,President,Barack Obama,democrat,676,2171,0.311377246,Republican
2012,West Virginia,WV,Wirt,54105,President,Mitt Romney,republican,1427,2171,0.657300783,Republican
2012,West Virginia,WV,Wirt,54105,President,Other,NA,68,2171,0.031321971,Republican
2012,West Virginia,WV,Wood,54107,President,Barack Obama,democrat,11230,33977,0.330517703,Republican
2012,West Virginia,WV,Wood,54107,President,Mitt Romney,republican,22183,33977,0.652882833,Republican
2012,West Virginia,WV,Wood,54107,President,Other,NA,564,33977,0.016599464,Republican
2012,West Virginia,WV,Wyoming,54109,President,Barack Obama,democrat,1583,7523,0.210421374,Republican
2012,West Virginia,WV,Wyoming,54109,President,Mitt Romney,republican,5769,7523,0.766848332,Republican
2012,West Virginia,WV,Wyoming,54109,President,Other,NA,171,7523,0.022730294,Republican
2012,Wisconsin,WI,Adams,55001,President,Barack Obama,democrat,5542,10287,0.538738213,Democrat
2012,Wisconsin,WI,Adams,55001,President,Mitt Romney,republican,4644,10287,0.45144357,Democrat
2012,Wisconsin,WI,Adams,55001,President,Other,NA,101,10287,0.009818217,Democrat
2012,Wisconsin,WI,Ashland,55003,President,Barack Obama,democrat,5399,8372,0.644887721,Democrat
2012,Wisconsin,WI,Ashland,55003,President,Mitt Romney,republican,2820,8372,0.336837076,Democrat
2012,Wisconsin,WI,Ashland,55003,President,Other,NA,153,8372,0.018275203,Democrat
2012,Wisconsin,WI,Barron,55005,President,Barack Obama,democrat,10890,22692,0.479904812,Republican
2012,Wisconsin,WI,Barron,55005,President,Mitt Romney,republican,11443,22692,0.504274634,Republican
2012,Wisconsin,WI,Barron,55005,President,Other,NA,359,22692,0.015820553,Republican
2012,Wisconsin,WI,Bayfield,55007,President,Barack Obama,democrat,6033,9788,0.61636698,Democrat
2012,Wisconsin,WI,Bayfield,55007,President,Mitt Romney,republican,3603,9788,0.368103801,Democrat
2012,Wisconsin,WI,Bayfield,55007,President,Other,NA,152,9788,0.015529219,Democrat
2012,Wisconsin,WI,Brown,55009,President,Barack Obama,democrat,62526,128928,0.484968354,Republican
2012,Wisconsin,WI,Brown,55009,President,Mitt Romney,republican,64836,128928,0.502885331,Republican
2012,Wisconsin,WI,Brown,55009,President,Other,NA,1566,128928,0.012146314,Republican
2012,Wisconsin,WI,Buffalo,55011,President,Barack Obama,democrat,3570,7039,0.507174315,Democrat
2012,Wisconsin,WI,Buffalo,55011,President,Mitt Romney,republican,3364,7039,0.477908794,Democrat
2012,Wisconsin,WI,Buffalo,55011,President,Other,NA,105,7039,0.014916892,Democrat
2012,Wisconsin,WI,Burnett,55013,President,Barack Obama,democrat,3986,8677,0.45937536,Republican
2012,Wisconsin,WI,Burnett,55013,President,Mitt Romney,republican,4550,8677,0.524374784,Republican
2012,Wisconsin,WI,Burnett,55013,President,Other,NA,141,8677,0.016249856,Republican
2012,Wisconsin,WI,Calumet,55015,President,Barack Obama,democrat,11489,26420,0.434859955,Republican
2012,Wisconsin,WI,Calumet,55015,President,Mitt Romney,republican,14539,26420,0.550302801,Republican
2012,Wisconsin,WI,Calumet,55015,President,Other,NA,392,26420,0.014837245,Republican
2012,Wisconsin,WI,Chippewa,55017,President,Barack Obama,democrat,15237,30932,0.492596664,Republican
2012,Wisconsin,WI,Chippewa,55017,President,Mitt Romney,republican,15322,30932,0.495344627,Republican
2012,Wisconsin,WI,Chippewa,55017,President,Other,NA,373,30932,0.012058709,Republican
2012,Wisconsin,WI,Clark,55019,President,Barack Obama,democrat,6172,13801,0.44721397,Republican
2012,Wisconsin,WI,Clark,55019,President,Mitt Romney,republican,7412,13801,0.537062532,Republican
2012,Wisconsin,WI,Clark,55019,President,Other,NA,217,13801,0.015723498,Republican
2012,Wisconsin,WI,Columbia,55021,President,Barack Obama,democrat,17175,30546,0.562266745,Democrat
2012,Wisconsin,WI,Columbia,55021,President,Mitt Romney,republican,13026,30546,0.426438814,Democrat
2012,Wisconsin,WI,Columbia,55021,President,Other,NA,345,30546,0.011294441,Democrat
2012,Wisconsin,WI,Crawford,55023,President,Barack Obama,democrat,4629,7817,0.59217091,Democrat
2012,Wisconsin,WI,Crawford,55023,President,Mitt Romney,republican,3067,7817,0.392350006,Democrat
2012,Wisconsin,WI,Crawford,55023,President,Other,NA,121,7817,0.015479084,Democrat
2012,Wisconsin,WI,Dane,55025,President,Barack Obama,democrat,216071,304181,0.710336938,Democrat
2012,Wisconsin,WI,Dane,55025,President,Mitt Romney,republican,83644,304181,0.274981015,Democrat
2012,Wisconsin,WI,Dane,55025,President,Other,NA,4466,304181,0.014682048,Democrat
2012,Wisconsin,WI,Dodge,55027,President,Barack Obama,democrat,18762,44488,0.421731703,Republican
2012,Wisconsin,WI,Dodge,55027,President,Mitt Romney,republican,25211,44488,0.566692142,Republican
2012,Wisconsin,WI,Dodge,55027,President,Other,NA,515,44488,0.011576155,Republican
2012,Wisconsin,WI,Door,55029,President,Barack Obama,democrat,9357,17671,0.529511629,Democrat
2012,Wisconsin,WI,Door,55029,President,Mitt Romney,republican,8121,17671,0.459566521,Democrat
2012,Wisconsin,WI,Door,55029,President,Other,NA,193,17671,0.010921849,Democrat
2012,Wisconsin,WI,Douglas,55031,President,Barack Obama,democrat,14863,22894,0.6492094,Democrat
2012,Wisconsin,WI,Douglas,55031,President,Mitt Romney,republican,7705,22894,0.336551061,Democrat
2012,Wisconsin,WI,Douglas,55031,President,Other,NA,326,22894,0.014239539,Democrat
2012,Wisconsin,WI,Dunn,55033,President,Barack Obama,democrat,11316,21992,0.514550746,Democrat
2012,Wisconsin,WI,Dunn,55033,President,Mitt Romney,republican,10224,21992,0.464896326,Democrat
2012,Wisconsin,WI,Dunn,55033,President,Other,NA,452,21992,0.020552928,Democrat
2012,Wisconsin,WI,Eau Claire,55035,President,Barack Obama,democrat,30666,54806,0.559537277,Democrat
2012,Wisconsin,WI,Eau Claire,55035,President,Mitt Romney,republican,23256,54806,0.424333102,Democrat
2012,Wisconsin,WI,Eau Claire,55035,President,Other,NA,884,54806,0.016129621,Democrat
2012,Wisconsin,WI,Florence,55037,President,Barack Obama,democrat,953,2625,0.363047619,Republican
2012,Wisconsin,WI,Florence,55037,President,Mitt Romney,republican,1645,2625,0.626666667,Republican
2012,Wisconsin,WI,Florence,55037,President,Other,NA,27,2625,0.010285714,Republican
2012,Wisconsin,WI,Fond du Lac,55039,President,Barack Obama,democrat,22379,53402,0.419066702,Republican
2012,Wisconsin,WI,Fond du Lac,55039,President,Mitt Romney,republican,30355,53402,0.568424404,Republican
2012,Wisconsin,WI,Fond du Lac,55039,President,Other,NA,668,53402,0.012508895,Republican
2012,Wisconsin,WI,Forest,55041,President,Barack Obama,democrat,2425,4648,0.521729776,Democrat
2012,Wisconsin,WI,Forest,55041,President,Mitt Romney,republican,2172,4648,0.467297762,Democrat
2012,Wisconsin,WI,Forest,55041,President,Other,NA,51,4648,0.010972461,Democrat
2012,Wisconsin,WI,Grant,55043,President,Barack Obama,democrat,13594,24248,0.560623557,Democrat
2012,Wisconsin,WI,Grant,55043,President,Mitt Romney,republican,10255,24248,0.422921478,Democrat
2012,Wisconsin,WI,Grant,55043,President,Other,NA,399,24248,0.016454965,Democrat
2012,Wisconsin,WI,Green,55045,President,Barack Obama,democrat,11206,19322,0.579960667,Democrat
2012,Wisconsin,WI,Green,55045,President,Mitt Romney,republican,7857,19322,0.406634924,Democrat
2012,Wisconsin,WI,Green,55045,President,Other,NA,259,19322,0.013404409,Democrat
2012,Wisconsin,WI,Green Lake,55047,President,Barack Obama,democrat,3793,9675,0.392041344,Republican
2012,Wisconsin,WI,Green Lake,55047,President,Mitt Romney,republican,5782,9675,0.597622739,Republican
2012,Wisconsin,WI,Green Lake,55047,President,Other,NA,100,9675,0.010335917,Republican
2012,Wisconsin,WI,Iowa,55049,President,Barack Obama,democrat,8105,12534,0.646641136,Democrat
2012,Wisconsin,WI,Iowa,55049,President,Mitt Romney,republican,4287,12534,0.342029679,Democrat
2012,Wisconsin,WI,Iowa,55049,President,Other,NA,142,12534,0.011329185,Democrat
2012,Wisconsin,WI,Iron,55051,President,Barack Obama,democrat,1784,3632,0.491189427,Republican
2012,Wisconsin,WI,Iron,55051,President,Mitt Romney,republican,1790,3632,0.49284141,Republican
2012,Wisconsin,WI,Iron,55051,President,Other,NA,58,3632,0.015969163,Republican
2012,Wisconsin,WI,Jackson,55053,President,Barack Obama,democrat,5298,9313,0.568882208,Democrat
2012,Wisconsin,WI,Jackson,55053,President,Mitt Romney,republican,3900,9313,0.418769462,Democrat
2012,Wisconsin,WI,Jackson,55053,President,Other,NA,115,9313,0.01234833,Democrat
2012,Wisconsin,WI,Jefferson,55055,President,Barack Obama,democrat,20158,44281,0.455229105,Republican
2012,Wisconsin,WI,Jefferson,55055,President,Mitt Romney,republican,23517,44281,0.531085567,Republican
2012,Wisconsin,WI,Jefferson,55055,President,Other,NA,606,44281,0.013685328,Republican
2012,Wisconsin,WI,Juneau,55057,President,Barack Obama,democrat,6242,11827,0.527775429,Democrat
2012,Wisconsin,WI,Juneau,55057,President,Mitt Romney,republican,5411,11827,0.457512471,Democrat
2012,Wisconsin,WI,Juneau,55057,President,Other,NA,174,11827,0.014712099,Democrat
2012,Wisconsin,WI,Kenosha,55059,President,Barack Obama,democrat,44867,80897,0.554618836,Democrat
2012,Wisconsin,WI,Kenosha,55059,President,Mitt Romney,republican,34977,80897,0.432364612,Democrat
2012,Wisconsin,WI,Kenosha,55059,President,Other,NA,1053,80897,0.013016552,Democrat
2012,Wisconsin,WI,Kewaunee,55061,President,Barack Obama,democrat,5153,11037,0.466884117,Republican
2012,Wisconsin,WI,Kewaunee,55061,President,Mitt Romney,republican,5747,11037,0.52070309,Republican
2012,Wisconsin,WI,Kewaunee,55061,President,Other,NA,137,11037,0.012412793,Republican
2012,Wisconsin,WI,La Crosse,55063,President,Barack Obama,democrat,36693,63462,0.578188522,Democrat
2012,Wisconsin,WI,La Crosse,55063,President,Mitt Romney,republican,25751,63462,0.405770382,Democrat
2012,Wisconsin,WI,La Crosse,55063,President,Other,NA,1018,63462,0.016041095,Democrat
2012,Wisconsin,WI,Lafayette,55065,President,Barack Obama,democrat,4536,7952,0.570422535,Democrat
2012,Wisconsin,WI,Lafayette,55065,President,Mitt Romney,republican,3314,7952,0.416750503,Democrat
2012,Wisconsin,WI,Lafayette,55065,President,Other,NA,102,7952,0.012826962,Democrat
2012,Wisconsin,WI,Langlade,55067,President,Barack Obama,democrat,4573,10519,0.434737142,Republican
2012,Wisconsin,WI,Langlade,55067,President,Mitt Romney,republican,5816,10519,0.552904268,Republican
2012,Wisconsin,WI,Langlade,55067,President,Other,NA,130,10519,0.012358589,Republican
2012,Wisconsin,WI,Lincoln,55069,President,Barack Obama,democrat,7563,15216,0.497042587,Democrat
2012,Wisconsin,WI,Lincoln,55069,President,Mitt Romney,republican,7455,15216,0.489944795,Democrat
2012,Wisconsin,WI,Lincoln,55069,President,Other,NA,198,15216,0.013012618,Democrat
2012,Wisconsin,WI,Manitowoc,55071,President,Barack Obama,democrat,20403,42617,0.47875261,Republican
2012,Wisconsin,WI,Manitowoc,55071,President,Mitt Romney,republican,21604,42617,0.506933853,Republican
2012,Wisconsin,WI,Manitowoc,55071,President,Other,NA,610,42617,0.014313537,Republican
2012,Wisconsin,WI,Marathon,55073,President,Barack Obama,democrat,32363,69862,0.46324182,Republican
2012,Wisconsin,WI,Marathon,55073,President,Mitt Romney,republican,36617,69862,0.524133291,Republican
2012,Wisconsin,WI,Marathon,55073,President,Other,NA,882,69862,0.012624889,Republican
2012,Wisconsin,WI,Marinette,55075,President,Barack Obama,democrat,9882,20777,0.475622082,Republican
2012,Wisconsin,WI,Marinette,55075,President,Mitt Romney,republican,10619,20777,0.511093998,Republican
2012,Wisconsin,WI,Marinette,55075,President,Other,NA,276,20777,0.01328392,Republican
2012,Wisconsin,WI,Marquette,55077,President,Barack Obama,democrat,4014,8105,0.495249846,Democrat
